num,sequance,probabilities 
30,0203012030033302121111202003002030103010212102110211101121121120102112120333033020011102010033003000120003003020202100020033302100210121033010010021121101121201202102002120112012020030201210002111030030021120020330120112011111101203302112112112121112120112120103330021120020110001110102020021203030212120003303303033011201033033033330120330110011100300302120301103330011100203330300201002011121210000212112033033301020333011033330002101101011112111200333333333301200100002021000301003303033330120033003301002021120211212100301033303011211030303333330333021120333030012011010002002111012111020112011203002111101010033330112030210202100020210301011202033010301111201000330033030212000101020330210020020121121211103330020200030012033333303030021203030333301211121011121211021012020330330002010303020212021201012012103333000333030330112011121012033002112103021121203030020020330103330202101011012121200303010103021012002003330012120110330100300010100001201112011101101203020101212121200003020333330203002,0.2537555826228177-0.14697523345513602-0.29516849370686155-0.3041006902151847
31,1231303133132323223332300003232230331321312132303121213000323232130003122130312233000300003031323130313331212303232122130312131300000300003030322313000312122230003033033003312222213303213030322232213330003032123131312313303303123323332300332222300003030330313003033032132133130031233321212303032121321221303003313131312122303323121303300300333032133031231313321300312303331233000031232221232122130033212213323033122213003222123212221322122223122130032233212233000331212332233031323133213121332231312212321330030322223223131313330030000313300000333123222133212131222123231300000031333030000321323223232133121312133233032331313003130313231332330330300003312230313322330000333300323132321330333323213230032130031232122312313322123331230000030003032331222122231313003303003031221300000330321231312130030323031322121213033000003213312123221330003132132332122230003000312122222121331330321223122303213122331222213332231221322233303312231222123303223121323212123131323030003033032122331321230000033312312322,0.2537555826228177-0.14697523345513602-0.29516849370686155-0.3041006902151847
31,1231303133132323223332300003232230331321312132303121213000323232130003122130312233000300003031323130313331212303232122130312131300000300003030322313000312122230003033033003312222213303213030322232213330003032123131312313303303123323332300332222300003030330313003033032132133130031233321212303032121321221303003313131312122303323121303300300333032133031231313321300312303331233000031232221232122130033212213323033122213003222123212221322122223122130032233212233000331212332233031323133213121332231312212321330030322223223131313330030000313300000333123222133212131222123231300000031333030000321323223232133121312133233032331313003130313231332330330300003312230313322330000333300323132321330333323213230032130031232122312313322123331230000030003032331222122231313003303003031221300000330321231312130030323031322121213033000003213312123221330003132132332122230003000312122222121331330321223122303213122331222213332231221322233303312231222123303223121323212123131323030003033032122331321230000033312312322,0.2537555826228177-0.14697523345513602-0.29516849370686155-0.3041006902151847
31,1231303133132323223332300003232230331321312132303121213000323232130003122130312233000300003031323130313331212303232122130312131300000300003030322313000312122230003033033003312222213303213030322232213330003032123131312313303303123323332300332222300003030330313003033032132133130031233321212303032121321221303003313131312122303323121303300300333032133031231313321300312303331233000031232221232122130033212213323033122213003222123212221322122223122130032233212233000331212332233031323133213121332231312212321330030322223223131313330030000313300000333123222133212131222123231300000031333030000321323223232133121312133233032331313003130313231332330330300003312230313322330000333300323132321330333323213230032130031232122312313322123331230000030003032331222122231313003303003031221300000330321231312130030323031322121213033000003213312123221330003132132332122230003000312122222121331330321223122303213122331222213332231221322233303312231222123303223121323212123131323030003033032122331321230000033312312322,0.2537555826228177-0.14697523345513602-0.29516849370686155-0.3041006902151847
31,1231303133132323223332300003232230331321312132303121213000323232130003122130312233000300003031323130313331212303232122130312131300000300003030322313000312122230003033033003312222213303213030322232213330003032123131312313303303123323332300332222300003030330313003033032132133130031233321212303032121321221303003313131312122303323121303300300333032133031231313321300312303331233000031232221232122130033212213323033122213003222123212221322122223122130032233212233000331212332233031323133213121332231312212321330030322223223131313330030000313300000333123222133212131222123231300000031333030000321323223232133121312133233032331313003130313231332330330300003312230313322330000333300323132321330333323213230032130031232122312313322123331230000030003032331222122231313003303003031221300000330321231312130030323031322121213033000003213312123221330003132132332122230003000312122222121331330321223122303213122331222213332231221322233303312231222123303223121323212123131323030003033032122331321230000033312312322,0.2537555826228177-0.14697523345513602-0.29516849370686155-0.3041006902151847
32,3233323332333333322232322323232323232232323222333232322222232222233232223233333232323232222322233223232322232233222323223332232223233222323332322322223222332322222222333323323332233323232322232223222322232333232223332233332323233233232332233333233223222222333233322222323332222333223323333333333232322323222333333322332323223332223333322322333333333323232223232233323222233233223323333332332232332332322233233323323222232323332322233332323323232222323333232332323322333322332332323322332333223233333332323223232332232232233233332333323233222232233232322333232222232322322233222322223333322233332323333223332222232323323323222333223332232233233332323333232333323233233232232333223232222323233322322223333332222332322333333332322332232233222323223322233323333233323323332232323222323333233333332222232222333222333332223322322333332233222233222333222222222232323223333222233332232232222323223233333322232332322233223332322322232322232232223222223233222222222333333332323323233323322223223333332332233322,0.2537555826228177-0.14697523345513602-0.29516849370686155-0.3041006902151847
32,3233323332333333322232322323232323232232323222333232322222232222233232223233333232323232222322233223232322232233222323223332232223233222323332322322223222332322222222333323323332233323232322232223222322232333232223332233332323233233232332233333233223222222333233322222323332222333223323333333333232322323222333333322332323223332223333322322333333333323232223232233323222233233223323333332332232332332322233233323323222232323332322233332323323232222323333232332323322333322332332323322332333223233333332323223232332232232233233332333323233222232233232322333232222232322322233222322223333322233332323333223332222232323323323222333223332232233233332323333232333323233233232232333223232222323233322322223333332222332322333333332322332232233222323223322233323333233323323332232323222323333233333332222232222333222333332223322322333332233222233222333222222222232323223333222233332232232222323223233333322232332322233223332322322232322232232223222223233222222222333333332323323233323322223223333332332233322,0.2537555826228177-0.14697523345513602-0.29516849370686155-0.3041006902151847
32,3233323332333333322232322323232323232232323222333232322222232222233232223233333232323232222322233223232322232233222323223332232223233222323332322322223222332322222222333323323332233323232322232223222322232333232223332233332323233233232332233333233223222222333233322222323332222333223323333333333232322323222333333322332323223332223333322322333333333323232223232233323222233233223323333332332232332332322233233323323222232323332322233332323323232222323333232332323322333322332332323322332333223233333332323223232332232232233233332333323233222232233232322333232222232322322233222322223333322233332323333223332222232323323323222333223332232233233332323333232333323233233232232333223232222323233322322223333332222332322333333332322332232233222323223322233323333233323323332232323222323333233333332222232222333222333332223322322333332233222233222333222222222232323223333222233332232232222323223233333322232332322233223332322322232322232232223222223233222222222333333332323323233323322223223333332332233322,0.2537555826228177-0.14697523345513602-0.29516849370686155-0.3041006902151847
32,3233323332333333322232322323232323232232323222333232322222232222233232223233333232323232222322233223232322232233222323223332232223233222323332322322223222332322222222333323323332233323232322232223222322232333232223332233332323233233232332233333233223222222333233322222323332222333223323333333333232322323222333333322332323223332223333322322333333333323232223232233323222233233223323333332332232332332322233233323323222232323332322233332323323232222323333232332323322333322332332323322332333223233333332323223232332232232233233332333323233222232233232322333232222232322322233222322223333322233332323333223332222232323323323222333223332232233233332323333232333323233233232232333223232222323233322322223333332222332322333333332322332232233222323223322233323333233323323332232323222323333233333332222232222333222333332223322322333332233222233222333222222222232323223333222233332232232222323223233333322232332322233223332322322232322232232223222223233222222222333333332323323233323322223223333332332233322,0.2537555826228177-0.14697523345513602-0.29516849370686155-0.3041006902151847
33,1312021212121302131202031313030303130313031312121212031213020212131303020312131213121302120302121203121312030313020213130202121203021203031212030202131303131303031302121313131312030312030213021303021313030303020303020203031212020202020312020202120303120213031302121313020302031303131202120212121313120312031303030303130303121203130313131203120312120312131302021302030302020302130203030302020202020303130312130212030313021303121303130312120303131302020202130302020313130212021303020203121302131213131302131213020203020303131313120212131202020302130313121302030212130302120312131313030302120212030313030312030312131302131203131313121212030212120212020303030312121303121212121213021213121213120302130312121212121212031203121303120212021203021212121303030312130202030312031213030202031303020312020203120202020202031313020212020303130313030203020312130302121203131203121203021212031202130313120313130302131212030303031313130212031302031202031213021213120303120203121302131312020203121212120202030312121203,0.2537555826228177-0.14697523345513602-0.29516849370686155-0.3041006902151847
33,1312021212121302131202031313030303130313031312121212031213020212131303020312131213121302120302121203121312030313020213130202121203021203031212030202131303131303031302121313131312030312030213021303021313030303020303020203031212020202020312020202120303120213031302121313020302031303131202120212121313120312031303030303130303121203130313131203120312120312131302021302030302020302130203030302020202020303130312130212030313021303121303130312120303131302020202130302020313130212021303020203121302131213131302131213020203020303131313120212131202020302130313121302030212130302120312131313030302120212030313030312030312131302131203131313121212030212120212020303030312121303121212121213021213121213120302130312121212121212031203121303120212021203021212121303030312130202030312031213030202031303020312020203120202020202031313020212020303130313030203020312130302121203131203121203021212031202130313120313130302131212030303031313130212031302031202031213021213120303120203121302131312020203121212120202030312121203,0.2537555826228177-0.14697523345513602-0.29516849370686155-0.3041006902151847
33,1312021212121302131202031313030303130313031312121212031213020212131303020312131213121302120302121203121312030313020213130202121203021203031212030202131303131303031302121313131312030312030213021303021313030303020303020203031212020202020312020202120303120213031302121313020302031303131202120212121313120312031303030303130303121203130313131203120312120312131302021302030302020302130203030302020202020303130312130212030313021303121303130312120303131302020202130302020313130212021303020203121302131213131302131213020203020303131313120212131202020302130313121302030212130302120312131313030302120212030313030312030312131302131203131313121212030212120212020303030312121303121212121213021213121213120302130312121212121212031203121303120212021203021212121303030312130202030312031213030202031303020312020203120202020202031313020212020303130313030203020312130302121203131203121203021212031202130313120313130302131212030303031313130212031302031202031213021213120303120203121302131312020203121212120202030312121203,0.2537555826228177-0.14697523345513602-0.29516849370686155-0.3041006902151847
33,1312021212121302131202031313030303130313031312121212031213020212131303020312131213121302120302121203121312030313020213130202121203021203031212030202131303131303031302121313131312030312030213021303021313030303020303020203031212020202020312020202120303120213031302121313020302031303131202120212121313120312031303030303130303121203130313131203120312120312131302021302030302020302130203030302020202020303130312130212030313021303121303130312120303131302020202130302020313130212021303020203121302131213131302131213020203020303131313120212131202020302130313121302030212130302120312131313030302120212030313030312030312131302131203131313121212030212120212020303030312121303121212121213021213121213120302130312121212121212031203121303120212021203021212121303030312130202030312031213030202031303020312020203120202020202031313020212020303130313030203020312130302121203131203121203021212031202130313120313130302131212030303031313130212031302031202031213021213120303120203121302131312020203121212120202030312121203,0.2537555826228177-0.14697523345513602-0.29516849370686155-0.3041006902151847
31,3010011111102033030300030202011021021210100021003330301010211200121120120030020300102110121103330002020020301102011212000210301000200210012111010330333300100211201121030201010030003000033333330030000033302002103330300210301200212111201211120030200302110020121120202101011003021112010301002110300020101001212003333301021011100333333333333002101000030110212102020111020203301120210030302102030020100200330112100200212020033301111020000212000203330021201202000202033003330202101201100012033012020020301200333001203330103300001111100110211001210211211011120120110012021201003333300012033033333030333300020211203030021120212121211211121202111210212002011021100200301002120111212002112003330030330301110111100121211011200011001001120210330030030201200012110303011112120333002120303303001212110111102103030120103011201030120121211012102021011030202110211201202112103000330011120202112101212001011121021112001103333330330330002030330002121211111020303333333300210012033010012030000203333002002111102112120301,0.07355371900826446-0.16322314049586778-0.40371900826446283-0.359504132231405
31,3010011111102033030300030202011021021210100021003330301010211200121120120030020300102110121103330002020020301102011212000210301000200210012111010330333300100211201121030201010030003000033333330030000033302002103330300210301200212111201211120030200302110020121120202101011003021112010301002110300020101001212003333301021011100333333333333002101000030110212102020111020203301120210030302102030020100200330112100200212020033301111020000212000203330021201202000202033003330202101201100012033012020020301200333001203330103300001111100110211001210211211011120120110012021201003333300012033033333030333300020211203030021120212121211211121202111210212002011021100200301002120111212002112003330030330301110111100121211011200011001001120210330030030201200012110303011112120333002120303303001212110111102103030120103011201030120121211012102021011030202110211201202112103000330011120202112101212001011121021112001103333330330330002030330002121211111020303333333300210012033010012030000203333002002111102112120301,0.07355371900826446-0.16322314049586778-0.40371900826446283-0.359504132231405
31,3010011111102033030300030202011021021210100021003330301010211200121120120030020300102110121103330002020020301102011212000210301000200210012111010330333300100211201121030201010030003000033333330030000033302002103330300210301200212111201211120030200302110020121120202101011003021112010301002110300020101001212003333301021011100333333333333002101000030110212102020111020203301120210030302102030020100200330112100200212020033301111020000212000203330021201202000202033003330202101201100012033012020020301200333001203330103300001111100110211001210211211011120120110012021201003333300012033033333030333300020211203030021120212121211211121202111210212002011021100200301002120111212002112003330030330301110111100121211011200011001001120210330030030201200012110303011112120333002120303303001212110111102103030120103011201030120121211012102021011030202110211201202112103000330011120202112101212001011121021112001103333330330330002030330002121211111020303333333300210012033010012030000203333002002111102112120301,0.07355371900826446-0.16322314049586778-0.40371900826446283-0.359504132231405
31,3010011111102033030300030202011021021210100021003330301010211200121120120030020300102110121103330002020020301102011212000210301000200210012111010330333300100211201121030201010030003000033333330030000033302002103330300210301200212111201211120030200302110020121120202101011003021112010301002110300020101001212003333301021011100333333333333002101000030110212102020111020203301120210030302102030020100200330112100200212020033301111020000212000203330021201202000202033003330202101201100012033012020020301200333001203330103300001111100110211001210211211011120120110012021201003333300012033033333030333300020211203030021120212121211211121202111210212002011021100200301002120111212002112003330030330301110111100121211011200011001001120210330030030201200012110303011112120333002120303303001212110111102103030120103011201030120121211012102021011030202110211201202112103000330011120202112101212001011121021112001103333330330330002030330002121211111020303333333300210012033010012030000203333002002111102112120301,0.07355371900826446-0.16322314049586778-0.40371900826446283-0.359504132231405
32,1322212213303123212230000322130033232133131230003121332323321331313133031300003032330323032123031332322212222212222333303313312321231221303223033000321213121231231333330313130003003033030303313223212130000030313222232130331330321222132332122231222132303230032123121303123121331321213003000300000312122131231313032212222131213321322123003000031330313032333032303003121213212303033312313230031230003213230333213003003232331303031323033221300303221212123133213321213131322132332300330313121230033000000300031223123122300003213130321221223213121322133232221213031321303130313322130032303313222131321222133122323123132321231213003003003121231212312222321213213130330312230313122133003231303212212312322331221333130312213130323130030303121232123000000313232233300030313313121213000300033031223000030331232212122213332312222132332331212121323232212221323332221212222232130312133212222313213122313122312212212130000323231303323303230000000303332322230000303322323312303031212303312233230003121222213221213123,0.07355371900826446-0.16322314049586778-0.40371900826446283-0.359504132231405
32,1322212213303123212230000322130033232133131230003121332323321331313133031300003032330323032123031332322212222212222333303313312321231221303223033000321213121231231333330313130003003033030303313223212130000030313222232130331330321222132332122231222132303230032123121303123121331321213003000300000312122131231313032212222131213321322123003000031330313032333032303003121213212303033312313230031230003213230333213003003232331303031323033221300303221212123133213321213131322132332300330313121230033000000300031223123122300003213130321221223213121322133232221213031321303130313322130032303313222131321222133122323123132321231213003003003121231212312222321213213130330312230313122133003231303212212312322331221333130312213130323130030303121232123000000313232233300030313313121213000300033031223000030331232212122213332312222132332331212121323232212221323332221212222232130312133212222313213122313122312212212130000323231303323303230000000303332322230000303322323312303031212303312233230003121222213221213123,0.07355371900826446-0.16322314049586778-0.40371900826446283-0.359504132231405
32,1322212213303123212230000322130033232133131230003121332323321331313133031300003032330323032123031332322212222212222333303313312321231221303223033000321213121231231333330313130003003033030303313223212130000030313222232130331330321222132332122231222132303230032123121303123121331321213003000300000312122131231313032212222131213321322123003000031330313032333032303003121213212303033312313230031230003213230333213003003232331303031323033221300303221212123133213321213131322132332300330313121230033000000300031223123122300003213130321221223213121322133232221213031321303130313322130032303313222131321222133122323123132321231213003003003121231212312222321213213130330312230313122133003231303212212312322331221333130312213130323130030303121232123000000313232233300030313313121213000300033031223000030331232212122213332312222132332331212121323232212221323332221212222232130312133212222313213122313122312212212130000323231303323303230000000303332322230000303322323312303031212303312233230003121222213221213123,0.07355371900826446-0.16322314049586778-0.40371900826446283-0.359504132231405
32,1322212213303123212230000322130033232133131230003121332323321331313133031300003032330323032123031332322212222212222333303313312321231221303223033000321213121231231333330313130003003033030303313223212130000030313222232130331330321222132332122231222132303230032123121303123121331321213003000300000312122131231313032212222131213321322123003000031330313032333032303003121213212303033312313230031230003213230333213003003232331303031323033221300303221212123133213321213131322132332300330313121230033000000300031223123122300003213130321221223213121322133232221213031321303130313322130032303313222131321222133122323123132321231213003003003121231212312222321213213130330312230313122133003231303212212312322331221333130312213130323130030303121232123000000313232233300030313313121213000300033031223000030331232212122213332312222132332331212121323232212221323332221212222232130312133212222313213122313122312212212130000323231303323303230000000303332322230000303322323312303031212303312233230003121222213221213123,0.07355371900826446-0.16322314049586778-0.40371900826446283-0.359504132231405
33,1010001001011010001010000000000101011110011000101101101001110100010000100111111010000101101111110100111000101101010000001100000001000110001010111101010011000001110010111010000000011000101100101100110100000001100001101011110011010011010101111110011010101110101000101000010010001001011110110010110110101100110001011111111001111001100100010000010000010110001011001011111000111001010111110010101011101000101100010111001001001000111001100010111110101001001010111100101000101101011110111001011010011111110010010000111010111000011001100101000111100100101000011110010101101011010010001010101111111110000011010101110110011011001110100110110010110100011010001101111000101010010111100101100001111100111010000101001111100101110100100010100110010010001111100011011001100010001100000100000100000001010001001101010101100011111001011011100001110011110101100100001101000000110110110101100101001010001100010101111000011111101101011010101101010001100101010000000011110001011010001110000100101010000010000001011101101010,0.07355371900826446-0.16322314049586778-0.40371900826446283-0.359504132231405
33,1010001001011010001010000000000101011110011000101101101001110100010000100111111010000101101111110100111000101101010000001100000001000110001010111101010011000001110010111010000000011000101100101100110100000001100001101011110011010011010101111110011010101110101000101000010010001001011110110010110110101100110001011111111001111001100100010000010000010110001011001011111000111001010111110010101011101000101100010111001001001000111001100010111110101001001010111100101000101101011110111001011010011111110010010000111010111000011001100101000111100100101000011110010101101011010010001010101111111110000011010101110110011011001110100110110010110100011010001101111000101010010111100101100001111100111010000101001111100101110100100010100110010010001111100011011001100010001100000100000100000001010001001101010101100011111001011011100001110011110101100100001101000000110110110101100101001010001100010101111000011111101101011010101101010001100101010000000011110001011010001110000100101010000010000001011101101010,0.07355371900826446-0.16322314049586778-0.40371900826446283-0.359504132231405
33,1010001001011010001010000000000101011110011000101101101001110100010000100111111010000101101111110100111000101101010000001100000001000110001010111101010011000001110010111010000000011000101100101100110100000001100001101011110011010011010101111110011010101110101000101000010010001001011110110010110110101100110001011111111001111001100100010000010000010110001011001011111000111001010111110010101011101000101100010111001001001000111001100010111110101001001010111100101000101101011110111001011010011111110010010000111010111000011001100101000111100100101000011110010101101011010010001010101111111110000011010101110110011011001110100110110010110100011010001101111000101010010111100101100001111100111010000101001111100101110100100010100110010010001111100011011001100010001100000100000100000001010001001101010101100011111001011011100001110011110101100100001101000000110110110101100101001010001100010101111000011111101101011010101101010001100101010000000011110001011010001110000100101010000010000001011101101010,0.07355371900826446-0.16322314049586778-0.40371900826446283-0.359504132231405
33,1010001001011010001010000000000101011110011000101101101001110100010000100111111010000101101111110100111000101101010000001100000001000110001010111101010011000001110010111010000000011000101100101100110100000001100001101011110011010011010101111110011010101110101000101000010010001001011110110010110110101100110001011111111001111001100100010000010000010110001011001011111000111001010111110010101011101000101100010111001001001000111001100010111110101001001010111100101000101101011110111001011010011111110010010000111010111000011001100101000111100100101000011110010101101011010010001010101111111110000011010101110110011011001110100110110010110100011010001101111000101010010111100101100001111100111010000101001111100101110100100010100110010010001111100011011001100010001100000100000100000001010001001101010101100011111001011011100001110011110101100100001101000000110110110101100101001010001100010101111000011111101101011010101101010001100101010000000011110001011010001110000100101010000010000001011101101010,0.07355371900826446-0.16322314049586778-0.40371900826446283-0.359504132231405
34,3130303131213120302030313130203021213021303031203130203130202131312030302121213030303031213031203121213031312120213120202020302131312021213021212031213031303120312020202120302121312131313120202131202030303030312020202030302130202120303121212020202021213021303130203131212031212121313131313021202031202030303020212030212121203031203031213020212031212131313131312130312021302020312020213120313121212021212130212120313021203031212020312130203130203120213021212031213030212030303120312121202031313130203120313121303131203021302020313121303120313031313020213031303120302120202031302031202120203131202131212021213020312020302131202120312030202121203021303031203121212120202130313030203120312030212131303120202131203120313031302120203021213121213131302120212030302021313031213020312021202120212021302030302120203130203131303121203030312031303131313020303131312020212121312030202020203030313020213120203031302120302120303120213131302130303130212020203120203131202020313020213131202030313131212121212030302131,0.07355371900826446-0.16322314049586778-0.40371900826446283-0.359504132231405
34,3130303131213120302030313130203021213021303031203130203130202131312030302121213030303031213031203121213031312120213120202020302131312021213021212031213031303120312020202120302121312131313120202131202030303030312020202030302130202120303121212020202021213021303130203131212031212121313131313021202031202030303020212030212121203031203031213020212031212131313131312130312021302020312020213120313121212021212130212120313021203031212020312130203130203120213021212031213030212030303120312121202031313130203120313121303131203021302020313121303120313031313020213031303120302120202031302031202120203131202131212021213020312020302131202120312030202121203021303031203121212120202130313030203120312030212131303120202131203120313031302120203021213121213131302120212030302021313031213020312021202120212021302030302120203130203131303121203030312031303131313020303131312020212121312030202020203030313020213120203031302120302120303120213131302130303130212020203120203131202020313020213131202030313131212121212030302131,0.07355371900826446-0.16322314049586778-0.40371900826446283-0.359504132231405
34,3130303131213120302030313130203021213021303031203130203130202131312030302121213030303031213031203121213031312120213120202020302131312021213021212031213031303120312020202120302121312131313120202131202030303030312020202030302130202120303121212020202021213021303130203131212031212121313131313021202031202030303020212030212121203031203031213020212031212131313131312130312021302020312020213120313121212021212130212120313021203031212020312130203130203120213021212031213030212030303120312121202031313130203120313121303131203021302020313121303120313031313020213031303120302120202031302031202120203131202131212021213020312020302131202120312030202121203021303031203121212120202130313030203120312030212131303120202131203120313031302120203021213121213131302120212030302021313031213020312021202120212021302030302120203130203131303121203030312031303131313020303131312020212121312030202020203030313020213120203031302120302120303120213131302130303130212020203120203131202020313020213131202030313131212121212030302131,0.07355371900826446-0.16322314049586778-0.40371900826446283-0.359504132231405
34,3130303131213120302030313130203021213021303031203130203130202131312030302121213030303031213031203121213031312120213120202020302131312021213021212031213031303120312020202120302121312131313120202131202030303030312020202030302130202120303121212020202021213021303130203131212031212121313131313021202031202030303020212030212121203031203031213020212031212131313131312130312021302020312020213120313121212021212130212120313021203031212020312130203130203120213021212031213030212030303120312121202031313130203120313121303131203021302020313121303120313031313020213031303120302120202031302031202120203131202131212021213020312020302131202120312030202121203021303031203121212120202130313030203120312030212131303120202131203120313031302120203021213121213131302120212030302021313031213020312021202120212021302030302120203130203131303121203030312031303131313020303131312020212121312030202020203030313020213120203031302120302120303120213131302130303130212020203120203131202020313020213131202030313131212121212030302131,0.07355371900826446-0.16322314049586778-0.40371900826446283-0.359504132231405
32,0120000001202111211101212010110111021120300003030330302101212111212112101030103033020333330112120033302121120100300011212111101201212030212101203330302002110301003011212001120333333012002110111210333330103330212002021033020301203300210333030033302020121011030333033300110300011211100333001011201200211212112030302100210201003330200111211101011021011020301201201101203002033303033300210212120212021003020121003302120211120303330010301211102100212112111111110100203303020210202021030212101201212120210303333330001011202030302000110103021030110121202011201021210212000200210112000333333302020202001103333012020212100102121030103301011030333030333333303020211112010110110201211001101211103020002110101212010212033333000121000102120102011103333330330121211211010110110302103030210333303330212012030211033012110302020110300300211200030111201121101010202121212121212121201020200001012010112120330302030120200210300110201033033011120011001110110210003020002030210203030202101120201201102120212111112103001201,0.04807692307692308-0.35714285714285715-0.4157509157509158-0.17902930402930403
32,0120000001202111211101212010110111021120300003030330302101212111212112101030103033020333330112120033302121120100300011212111101201212030212101203330302002110301003011212001120333333012002110111210333330103330212002021033020301203300210333030033302020121011030333033300110300011211100333001011201200211212112030302100210201003330200111211101011021011020301201201101203002033303033300210212120212021003020121003302120211120303330010301211102100212112111111110100203303020210202021030212101201212120210303333330001011202030302000110103021030110121202011201021210212000200210112000333333302020202001103333012020212100102121030103301011030333030333333303020211112010110110201211001101211103020002110101212010212033333000121000102120102011103333330330121211211010110110302103030210333303330212012030211033012110302020110300300211200030111201121101010202121212121212121201020200001012010112120330302030120200210300110201033033011120011001110110210003020002030210203030202101120201201102120212111112103001201,0.04807692307692308-0.35714285714285715-0.4157509157509158-0.17902930402930403
32,0120000001202111211101212010110111021120300003030330302101212111212112101030103033020333330112120033302121120100300011212111101201212030212101203330302002110301003011212001120333333012002110111210333330103330212002021033020301203300210333030033302020121011030333033300110300011211100333001011201200211212112030302100210201003330200111211101011021011020301201201101203002033303033300210212120212021003020121003302120211120303330010301211102100212112111111110100203303020210202021030212101201212120210303333330001011202030302000110103021030110121202011201021210212000200210112000333333302020202001103333012020212100102121030103301011030333030333333303020211112010110110201211001101211103020002110101212010212033333000121000102120102011103333330330121211211010110110302103030210333303330212012030211033012110302020110300300211200030111201121101010202121212121212121201020200001012010112120330302030120200210300110201033033011120011001110110210003020002030210203030202101120201201102120212111112103001201,0.04807692307692308-0.35714285714285715-0.4157509157509158-0.17902930402930403
32,0120000001202111211101212010110111021120300003030330302101212111212112101030103033020333330112120033302121120100300011212111101201212030212101203330302002110301003011212001120333333012002110111210333330103330212002021033020301203300210333030033302020121011030333033300110300011211100333001011201200211212112030302100210201003330200111211101011021011020301201201101203002033303033300210212120212021003020121003302120211120303330010301211102100212112111111110100203303020210202021030212101201212120210303333330001011202030302000110103021030110121202011201021210212000200210112000333333302020202001103333012020212100102121030103301011030333030333333303020211112010110110201211001101211103020002110101212010212033333000121000102120102011103333330330121211211010110110302103030210333303330212012030211033012110302020110300300211200030111201121101010202121212121212121201020200001012010112120330302030120200210300110201033033011120011001110110210003020002030210203030202101120201201102120212111112103001201,0.04807692307692308-0.35714285714285715-0.4157509157509158-0.17902930402930403
33,3132332122312212231323131222313212130003303330322123223223133030333222122212322212212130030003323303230000032222232230000322221223122123223223231233003121231223032122321323300331213331213331332130033221233033031230330330003033332303232131303133032122122300003331330321223213033033030000300331213003131300003332313232230330312133000000000031230330032222333332313231313130003322221332313323123313121333000300312121212123323313221330030032130313213122233032300032212232300303003003130333000312222230000313122131332313212222130312122300032213133132330300000330323321221313332123331331300003313303030313313032230312131231300300000313003030330330030003122221303122223032123212132233223213233000003330312122232221313222221213121222331223121330003232231213123333300030000300313231333322213213223222322303122230322232223303221313030030000000031223212133230332213231233032132233000333303033230333032122312133322212121232303133212303212333131300003330313331333133300000313323000332121313000003221223313003332133,0.04807692307692308-0.35714285714285715-0.4157509157509158-0.17902930402930403
33,3132332122312212231323131222313212130003303330322123223223133030333222122212322212212130030003323303230000032222232230000322221223122123223223231233003121231223032122321323300331213331213331332130033221233033031230330330003033332303232131303133032122122300003331330321223213033033030000300331213003131300003332313232230330312133000000000031230330032222333332313231313130003322221332313323123313121333000300312121212123323313221330030032130313213122233032300032212232300303003003130333000312222230000313122131332313212222130312122300032213133132330300000330323321221313332123331331300003313303030313313032230312131231300300000313003030330330030003122221303122223032123212132233223213233000003330312122232221313222221213121222331223121330003232231213123333300030000300313231333322213213223222322303122230322232223303221313030030000000031223212133230332213231233032132233000333303033230333032122312133322212121232303133212303212333131300003330313331333133300000313323000332121313000003221223313003332133,0.04807692307692308-0.35714285714285715-0.4157509157509158-0.17902930402930403
33,3132332122312212231323131222313212130003303330322123223223133030333222122212322212212130030003323303230000032222232230000322221223122123223223231233003121231223032122321323300331213331213331332130033221233033031230330330003033332303232131303133032122122300003331330321223213033033030000300331213003131300003332313232230330312133000000000031230330032222333332313231313130003322221332313323123313121333000300312121212123323313221330030032130313213122233032300032212232300303003003130333000312222230000313122131332313212222130312122300032213133132330300000330323321221313332123331331300003313303030313313032230312131231300300000313003030330330030003122221303122223032123212132233223213233000003330312122232221313222221213121222331223121330003232231213123333300030000300313231333322213213223222322303122230322232223303221313030030000000031223212133230332213231233032132233000333303033230333032122312133322212121232303133212303212333131300003330313331333133300000313323000332121313000003221223313003332133,0.04807692307692308-0.35714285714285715-0.4157509157509158-0.17902930402930403
33,3132332122312212231323131222313212130003303330322123223223133030333222122212322212212130030003323303230000032222232230000322221223122123223223231233003121231223032122321323300331213331213331332130033221233033031230330330003033332303232131303133032122122300003331330321223213033033030000300331213003131300003332313232230330312133000000000031230330032222333332313231313130003322221332313323123313121333000300312121212123323313221330030032130313213122233032300032212232300303003003130333000312222230000313122131332313212222130312122300032213133132330300000330323321221313332123331331300003313303030313313032230312131231300300000313003030330330030003122221303122223032123212132233223213233000003330312122232221313222221213121222331223121330003232231213123333300030000300313231333322213213223222322303122230322232223303221313030030000000031223212133230332213231233032132233000333303033230333032122312133322212121232303133212303212333131300003330313331333133300000313323000332121313000003221223313003332133,0.04807692307692308-0.35714285714285715-0.4157509157509158-0.17902930402930403
